host_id,neighbourhood,latitude,longitude,room_type,price in $,minimum_nights,availability_365,Apartment_type,City,Rating,No_of_bed_rooms,No_of_beds,No_of_bathrooms,Bathroom_type
9211055.0,Zuid,52.35179,4.8513,Entire home/apt,130.0,3.0,0.0,Rental unit,Amsterdam,5.0,3.0,3.0,1.5,private
6239912.0,De Pijp - Rivierenbuurt,52.3527340252454,4.88913500966377,Entire home/apt,230.0,2.0,56.0,Rental unit,Amsterdam,4.55,2.0,2.0,1.0,private
137319556.0,IJburg - Zeeburgereiland,52.34875,5.00692,Entire home/apt,155.0,5.0,0.0,Home,Amsterdam,4.9,4.0,4.0,2.0,private
3122261.0,De Pijp - Rivierenbuurt,52.35681,4.88872,Entire home/apt,800.0,1.0,81.0,Rental unit,Amsterdam,4.52,2.0,2.0,1.5,private
19766324.0,Oostelijk Havengebied - Indische Buurt,52.366,4.94395,Entire home/apt,250.0,7.0,228.0,Boat,Amsterdam,5.0,3.0,3.0,2.0,private
137436338.0,De Baarsjes - Oud-West,52.3646,4.86956,Entire home/apt,150.0,2.0,0.0,Houseboat,Amsterdam,4.92,1.0,1.0,1.0,private
16001064.0,Oud-Noord,52.39271,4.94406,Entire home/apt,113.0,10.0,0.0,Townhouse,Amsterdam,4.88,1.0,1.0,1.0,private
39110511.0,Centrum-West,52.36586,4.88602,Hotel room,250.0,2.0,41.0,Bed and breakfast,Amsterdam,4.43,,1.0,,private
28209723.0,Centrum-West,52.37909,4.8923,Entire home/apt,176.0,3.0,0.0,Rental unit,Amsterdam,4.64,1.0,1.0,1.5,private
8982547.0,Centrum-West,52.38751,4.88999,Private room,146.0,300.0,89.0,Guest suite,Amsterdam,4.88,2.0,2.0,1.5,private
2986709.0,Zuid,52.35503,4.88099,Private room,95.0,1.0,298.0,Townhouse,Amsterdam,4.7,1.0,1.0,1.5,shared
10131109.0,Osdorp,52.35229,4.81457,Entire home/apt,225.0,1.0,0.0,Townhouse,Amsterdam,4.65,3.0,3.0,1.5,private
45881033.0,Noord-West,52.41056,4.89867,Entire home/apt,99.0,2.0,0.0,Home,Amsterdam,5.0,1.0,1.0,1.5,private
32108355.0,Oud-Oost,52.36177,4.92791,Entire home/apt,250.0,2.0,0.0,Rental unit,Amsterdam,4.95,2.0,2.0,1.0,private
9666906.0,Westerpark,52.3826,4.87473,Entire home/apt,150.0,3.0,0.0,Townhouse,Amsterdam,5.0,2.0,2.0,1.0,private
17231475.0,De Baarsjes - Oud-West,52.36202,4.85937,Entire home/apt,324.0,5.0,1.0,Houseboat,Amsterdam,4.91,2.0,2.0,1.0,private
744499.0,Centrum-West,52.38282,4.88729,Entire home/apt,200.0,2.0,14.0,Rental unit,Amsterdam,4.67,2.0,2.0,1.5,private
24476547.0,Oud-Oost,52.35317,4.92267,Entire home/apt,350.0,3.0,28.0,Townhouse,Amsterdam,4.83,5.0,5.0,3.0,private
44991926.0,Oud-Noord,52.38864,4.90941,Entire home/apt,129.0,2.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
39506521.0,De Baarsjes - Oud-West,52.36672,4.85214,Entire home/apt,200.0,4.0,0.0,Rental unit,Amsterdam,4.69,1.0,1.0,1.0,private
45655021.0,Westerpark,52.38232,4.86988,Entire home/apt,153.0,3.0,0.0,Rental unit,Amsterdam,4.86,1.0,1.0,1.0,private
28076933.0,Centrum-West,52.38136,4.88444,Entire home/apt,180.0,1.0,0.0,Rental unit,Amsterdam,4.91,1.0,1.0,1.5,private
25422214.0,Centrum-Oost,52.36535,4.91911,Entire home/apt,146.0,1.0,0.0,Rental unit,Amsterdam,4.8,1.0,1.0,1.0,private
142198936.0,Centrum-Oost,52.36573,4.88748,Entire home/apt,213.0,2.0,6.0,Rental unit,Amsterdam,4.89,1.0,1.0,1.0,private
7852606.0,Zuid,52.35124,4.85873,Entire home/apt,150.0,2.0,2.0,Rental unit,Amsterdam,5.0,2.0,2.0,2.5,private
90473374.0,De Baarsjes - Oud-West,52.36539,4.87511,Entire home/apt,295.0,1.0,19.0,Rental unit,Amsterdam,4.98,,1.0,1.0,private
95859629.0,De Baarsjes - Oud-West,52.36744,4.86654,Private room,129.0,2.0,0.0,Rental unit,Amsterdam,4.83,2.0,2.0,1.0,shared
17609360.0,Zuid,52.3544,4.86913,Entire home/apt,375.0,3.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.5,private
14810435.0,Centrum-Oost,52.36193,4.91499,Entire home/apt,280.0,4.0,156.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
142241746.0,Bos en Lommer,52.37535,4.83676,Entire home/apt,95.0,3.0,0.0,Rental unit,Amsterdam,4.92,1.0,1.0,1.5,private
16798348.0,De Baarsjes - Oud-West,52.36448,4.85621,Private room,116.0,2.0,46.0,Condo,Amsterdam,4.86,1.0,1.0,1.0,shared
46691672.0,Westerpark,52.3816691257499,4.86799693783589,Entire home/apt,155.0,1000.0,26.0,Condo,Amsterdam,4.84,1.0,1.0,1.0,private
44826218.0,Centrum-West,52.38611,4.89157,Private room,137.0,2.0,74.0,Boat,Amsterdam,4.92,1.0,1.0,,private
7381436.0,Zuid,52.34799,4.84971,Entire home/apt,150.0,4.0,0.0,Rental unit,Amsterdam,4.5,1.0,1.0,1.0,private
9476836.0,Centrum-Oost,52.37203,4.9013,Entire home/apt,812.0,4.0,7.0,Home,Amsterdam,4.82,3.0,3.0,2.0,private
4880721.0,Watergraafsmeer,52.35387,4.93661,Entire home/apt,198.0,2.0,13.0,Rental unit,Amsterdam,4.75,4.0,4.0,1.0,private
93451357.0,Centrum-Oost,52.36147,4.89189,Entire home/apt,180.0,3.0,0.0,Rental unit,Amsterdam,4.88,2.0,2.0,1.0,private
22407336.0,De Pijp - Rivierenbuurt,52.3557,4.88942,Entire home/apt,175.0,3.0,0.0,Loft,Amsterdam,4.95,1.0,1.0,1.0,private
2610108.0,De Pijp - Rivierenbuurt,52.34669,4.89401,Entire home/apt,590.0,7.0,84.0,Rental unit,Amsterdam,,3.0,3.0,2.0,private
80838757.0,Oud-Oost,52.35587,4.92551,Private room,257.0,2.0,55.0,Bed and breakfast,Amsterdam,4.91,2.0,2.0,3.0,private
3239002.0,De Baarsjes - Oud-West,52.37462,4.85887,Entire home/apt,225.0,3.0,10.0,Rental unit,Amsterdam,4.87,3.0,3.0,2.0,private
145907546.0,Oud-Oost,52.35228,4.92039,Private room,103.0,2.0,63.0,Rental unit,Amsterdam,4.87,2.0,2.0,,private
72140448.0,Oostelijk Havengebied - Indische Buurt,52.36328,4.94173,Entire home/apt,100.0,6.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
146720485.0,Centrum-West,52.37602,4.8854,Entire home/apt,250.0,3.0,31.0,Rental unit,Amsterdam,4.84,1.0,1.0,1.5,private
146720485.0,Centrum-West,52.37567,4.88755,Entire home/apt,434.0,7.0,10.0,Rental unit,Amsterdam,4.95,2.0,2.0,1.0,private
12412642.0,Slotervaart,52.3641,4.83262,Entire home/apt,190.0,5.0,6.0,Townhouse,Amsterdam,4.88,3.0,3.0,2.0,private
21997322.0,Centrum-Oost,52.36341,4.90045,Entire home/apt,270.0,1.0,89.0,Rental unit,Amsterdam,4.76,1.0,1.0,1.0,private
45875373.0,Westerpark,52.38037,4.87351,Private room,182.0,2.0,169.0,Guest suite,Amsterdam,4.72,2.0,2.0,,private
88097513.0,De Baarsjes - Oud-West,52.36478,4.87617,Private room,210.0,6.0,248.0,Rental unit,Amsterdam,4.75,2.0,2.0,1.5,shared
5873923.0,Watergraafsmeer,52.35114,4.93724,Entire home/apt,155.0,6.0,0.0,Rental unit,Amsterdam,4.92,3.0,3.0,1.0,private
12803453.0,Centrum-West,52.37788,4.89121,Entire home/apt,300.0,5.0,159.0,Rental unit,Amsterdam,4.88,1.0,1.0,1.0,private
22607561.0,Oostelijk Havengebied - Indische Buurt,52.36498,4.93227,Entire home/apt,295.0,5.0,8.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
1450666.0,Centrum-Oost,52.36489,4.88492,Private room,40.0,15.0,124.0,Rental unit,Amsterdam,4.08,4.0,4.0,,private
76572471.0,De Baarsjes - Oud-West,52.3737,4.85394,Private room,66.0,3.0,2.0,Rental unit,Amsterdam,4.86,1.0,1.0,1.5,shared
17994945.0,De Baarsjes - Oud-West,52.36997,4.867,Entire home/apt,180.0,4.0,0.0,Rental unit,Amsterdam,4.87,1.0,1.0,1.5,private
12349019.0,Centrum-West,52.3691,4.89036,Hotel room,194.0,3.0,73.0,Bed and breakfast,Amsterdam,4.84,2.0,2.0,,private
9596031.0,Centrum-Oost,52.36473,4.88133,Entire home/apt,286.0,2.0,90.0,Rental unit,Amsterdam,4.8,1.0,1.0,1.0,private
135487531.0,Noord-West,52.41843,4.87173,Entire home/apt,221.0,1.0,223.0,Rental unit,Amsterdam,4.74,3.0,3.0,1.0,private
494597058.0,De Baarsjes - Oud-West,52.36595,4.86947,Private room,150.0,1.0,6.0,Rental unit,Amsterdam,4.74,1.0,1.0,1.5,private
6601676.0,Bos en Lommer,52.37592,4.85855,Entire home/apt,85.0,2.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
53598429.0,De Baarsjes - Oud-West,52.36208,4.85095,Entire home/apt,220.0,3.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.5,private
6507475.0,Centrum-West,52.37204,4.89629,Private room,166.0,2.0,198.0,Bed and breakfast,Amsterdam,4.73,1.0,1.0,1.0,shared
17439682.0,Centrum-West,52.37427,4.88327,Entire home/apt,195.0,2.0,38.0,Houseboat,Amsterdam,4.85,1.0,1.0,1.0,private
141658613.0,Centrum-Oost,52.36324,4.89638,Entire home/apt,225.0,2.0,278.0,Rental unit,Amsterdam,4.67,1.0,1.0,1.0,private
13594947.0,De Baarsjes - Oud-West,52.3719,4.85554,Entire home/apt,120.0,12.0,212.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
18582599.0,Bos en Lommer,52.37567,4.86431,Entire home/apt,160.0,5.0,0.0,Rental unit,Amsterdam,4.63,2.0,2.0,1.5,private
25069604.0,Gaasperdam - Driemond,52.29132,4.96829,Private room,80.0,3.0,223.0,Rental unit,Amsterdam,4.38,1.0,1.0,2.0,shared
25069604.0,Gaasperdam - Driemond,52.29307,4.96851,Private room,86.0,3.0,292.0,Rental unit,Amsterdam,4.36,1.0,1.0,1.0,shared
143000016.0,De Baarsjes - Oud-West,52.372,4.84921,Entire home/apt,99.0,1.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
87871054.0,De Pijp - Rivierenbuurt,52.35725,4.89425,Entire home/apt,440.0,2.0,75.0,Rental unit,Amsterdam,4.35,4.0,4.0,1.0,private
2846229.0,Zuid,52.3549,4.87937,Entire home/apt,375.0,2.0,193.0,Rental unit,Amsterdam,4.93,3.0,3.0,1.5,private
9781603.0,Zuid,52.35917,4.87933,Entire home/apt,289.0,2.0,0.0,Rental unit,Amsterdam,4.82,4.0,4.0,1.0,private
9596031.0,Centrum-West,52.36665,4.88254,Entire home/apt,279.0,2.0,77.0,Rental unit,Amsterdam,4.8,1.0,1.0,1.0,private
8984963.0,De Baarsjes - Oud-West,52.37033,4.84936,Entire home/apt,139.0,2.0,0.0,Rental unit,Amsterdam,4.89,1.0,1.0,1.0,private
23486063.0,De Pijp - Rivierenbuurt,52.35123,4.89977,Entire home/apt,448.0,4.0,20.0,Condo,Amsterdam,4.8,1.0,1.0,1.5,private
139671849.0,De Aker - Nieuw Sloten,52.34212,4.79794,Entire home/apt,95.0,6.0,0.0,Home,Amsterdam,4.83,3.0,3.0,1.0,private
2746161.0,De Baarsjes - Oud-West,52.3592,4.85999,Entire home/apt,103.0,9.0,0.0,Rental unit,Amsterdam,4.82,1.0,1.0,1.0,private
58027595.0,De Baarsjes - Oud-West,52.36919,4.86663,Entire home/apt,220.0,2.0,0.0,Rental unit,Amsterdam,4.87,2.0,2.0,1.5,private
22879651.0,IJburg - Zeeburgereiland,52.35498,5.00602,Private room,2575.0,1.0,153.0,Boat,Amsterdam,4.88,10.0,10.0,3.0,private
149699527.0,Watergraafsmeer,52.35358,4.93097,Private room,120.0,3.0,107.0,Rental unit,Amsterdam,4.94,1.0,1.0,1.5,private
119750485.0,Centrum-Oost,52.36597,4.89975,Entire home/apt,283.0,3.0,140.0,Houseboat,Amsterdam,4.73,2.0,2.0,1.0,private
7004943.0,Oud-Noord,52.3920624,4.9297785,Entire home/apt,277.0,2.0,107.0,Townhouse,Amsterdam,5.0,1.0,1.0,1.5,private
6353024.0,De Baarsjes - Oud-West,52.36407,4.85862,Entire home/apt,220.0,7.0,0.0,Condo,Amsterdam,5.0,1.0,1.0,1.0,private
32690065.0,Westerpark,52.37894,4.87089,Entire home/apt,261.0,5.0,69.0,Condo,Amsterdam,4.97,1.0,1.0,1.0,private
28850344.0,De Pijp - Rivierenbuurt,52.3567,4.88879,Entire home/apt,125.0,7.0,10.0,Rental unit,Amsterdam,4.14,2.0,2.0,1.0,private
24045657.0,Oostelijk Havengebied - Indische Buurt,52.36456,4.94154,Entire home/apt,71.0,1.0,88.0,Rental unit,Amsterdam,4.94,1.0,1.0,1.0,private
118657114.0,De Pijp - Rivierenbuurt,52.35593,4.89857,Private room,125.0,3.0,0.0,Rental unit,Amsterdam,4.56,1.0,1.0,1.5,private
6986079.0,Bos en Lommer,52.38408,4.84556,Private room,241.0,2.0,309.0,Rental unit,Amsterdam,4.46,2.0,2.0,,private
5410850.0,De Pijp - Rivierenbuurt,52.34191,4.89484,Entire home/apt,160.0,2.0,6.0,Rental unit,Amsterdam,4.81,2.0,2.0,1.0,private
100031459.0,Oostelijk Havengebied - Indische Buurt,52.36389,4.9331,Entire home/apt,239.0,3.0,0.0,Rental unit,Amsterdam,4.72,1.0,1.0,1.5,private
532034.0,Bijlmer-Oost,52.32781,4.9808,Entire home/apt,250.0,4.0,15.0,Home,Amsterdam,4.97,3.0,3.0,1.5,private
150607519.0,Oostelijk Havengebied - Indische Buurt,52.36369,4.93272,Entire home/apt,110.0,2.0,0.0,Rental unit,Amsterdam,4.9,2.0,2.0,1.0,private
26851834.0,Westerpark,52.37613,4.87697,Entire home/apt,199.0,7.0,0.0,Condo,Amsterdam,5.0,2.0,2.0,1.5,private
150677340.0,Oud-Noord,52.39844,4.8938,Entire home/apt,1187.0,1.0,346.0,Place to stay,Amsterdam,,1.0,1.0,1.5,private
7601328.0,Oud-Oost,52.35616,4.90896,Entire home/apt,105.0,2.0,0.0,Home,Amsterdam,4.87,3.0,3.0,1.0,private
17246472.0,Centrum-West,52.37194,4.88668,Private room,160.0,3.0,68.0,Bed and breakfast,Amsterdam,4.68,1.0,1.0,,private
20768757.0,Centrum-Oost,52.37126,4.9154,Private room,69.0,2.0,3.0,Bed and breakfast,Amsterdam,4.91,1.0,1.0,1.5,private
99559924.0,Centrum-West,52.37096,4.89621,Entire home/apt,186.0,3.0,0.0,Loft,Amsterdam,4.95,2.0,2.0,1.5,private
150677340.0,Oud-Noord,52.39946,4.89587,Entire home/apt,1050.0,1.0,347.0,Rental unit,Amsterdam,,1.0,1.0,2.5,private
150677340.0,Oud-Noord,52.39812,4.89535,Entire home/apt,1187.0,1.0,337.0,Rental unit,Amsterdam,,1.0,1.0,1.5,private
69939952.0,Oostelijk Havengebied - Indische Buurt,52.36444,4.93541,Entire home/apt,120.0,5.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.5,private
67236983.0,Bos en Lommer,52.37647,4.84639,Entire home/apt,149.0,2.0,0.0,Rental unit,Amsterdam,4.9,2.0,2.0,1.0,private
52628715.0,De Pijp - Rivierenbuurt,52.35711,4.88806,Entire home/apt,164.0,1.0,90.0,Rental unit,Amsterdam,4.2,2.0,2.0,1.0,private
143724137.0,De Baarsjes - Oud-West,52.36865,4.86828,Private room,125.0,3.0,0.0,Loft,Amsterdam,4.84,1.0,1.0,,private
32314762.0,Westerpark,52.38291,4.87678,Entire home/apt,275.0,3.0,73.0,Rental unit,Amsterdam,4.96,1.0,1.0,1.5,private
44413092.0,Noord-West,52.414211,4.920321,Entire home/apt,147.0,4.0,2.0,Rental unit,Amsterdam,4.91,1.0,1.0,1.0,private
9170538.0,De Baarsjes - Oud-West,52.36337,4.87484,Entire home/apt,175.0,4.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
118394636.0,Zuid,52.35192,4.85689,Entire home/apt,228.0,2.0,0.0,Rental unit,Amsterdam,4.9,1.0,1.0,1.5,private
17458008.0,Westerpark,52.390259,4.888995,Private room,279.0,3.0,97.0,Houseboat,Amsterdam,4.66,1.0,1.0,,private
6557654.0,Oud-Oost,52.35564,4.90775,Entire home/apt,135.0,21.0,5.0,Rental unit,Amsterdam,4.91,1.0,1.0,1.0,private
22205373.0,De Baarsjes - Oud-West,52.37048,4.85848,Private room,159.0,4.0,30.0,Rental unit,Amsterdam,4.91,1.0,1.0,1.5,shared
1557835.0,Centrum-Oost,52.36893,4.89729,Private room,140.0,3.0,63.0,Loft,Amsterdam,4.65,1.0,1.0,,private
15472410.0,Centrum-West,52.37874,4.88263,Entire home/apt,290.0,2.0,1.0,Rental unit,Amsterdam,4.56,,1.0,1.0,private
6488204.0,De Baarsjes - Oud-West,52.36808,4.87323,Entire home/apt,269.0,3.0,0.0,Rental unit,Amsterdam,4.85,1.0,1.0,1.5,private
14590304.0,De Pijp - Rivierenbuurt,52.34611,4.89266,Entire home/apt,371.0,2.0,24.0,Rental unit,Amsterdam,4.91,4.0,4.0,2.5,private
135487531.0,Noord-West,52.41859,4.87143,Entire home/apt,256.0,1.0,244.0,Rental unit,Amsterdam,4.84,3.0,3.0,1.0,private
31129553.0,Centrum-West,52.38446,4.8899,Entire home/apt,300.0,3.0,306.0,Condo,Amsterdam,4.8,1.0,1.0,1.5,private
49982323.0,Oud-Noord,52.38333,4.90684,Entire home/apt,733.0,2.0,154.0,Boat,Amsterdam,4.67,8.0,8.0,1.5,private
12105288.0,Oud-Oost,52.35124,4.91228,Entire home/apt,250.0,2.0,0.0,Rental unit,Amsterdam,4.91,3.0,3.0,1.0,private
55207598.0,Oostelijk Havengebied - Indische Buurt,52.37201,4.93964,Entire home/apt,195.0,3.0,33.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
17188839.0,De Baarsjes - Oud-West,52.36751,4.85989,Entire home/apt,499.0,3.0,6.0,Rental unit,Amsterdam,4.74,2.0,2.0,2.0,private
140740928.0,Buitenveldert - Zuidas,52.34187,4.86691,Entire home/apt,240.0,3.0,64.0,Rental unit,Amsterdam,4.86,3.0,3.0,1.5,private
34339611.0,De Pijp - Rivierenbuurt,52.35788,4.88937,Entire home/apt,557.0,2.0,33.0,Rental unit,Amsterdam,4.92,3.0,3.0,2.5,private
21681343.0,De Pijp - Rivierenbuurt,52.353,4.90027,Entire home/apt,165.0,1.0,0.0,Rental unit,Amsterdam,4.59,2.0,2.0,1.0,private
43755170.0,Centrum-West,52.36985,4.87888,Entire home/apt,190.0,1.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.5,private
144152068.0,IJburg - Zeeburgereiland,52.35631,4.99875,Private room,111.0,2.0,39.0,Rental unit,Amsterdam,4.86,1.0,1.0,1.5,shared
1557835.0,Centrum-Oost,52.36778,4.89942,Private room,144.0,3.0,58.0,Loft,Amsterdam,4.73,2.0,2.0,,private
4356084.0,Centrum-West,52.37447,4.89204,Private room,225.0,3.0,40.0,Guesthouse,Amsterdam,4.7,1.0,1.0,,private
14229277.0,Oud-Oost,52.35705,4.90705,Entire home/apt,314.0,2.0,0.0,Home,Amsterdam,4.94,4.0,4.0,2.0,private
140775798.0,Noord-Oost,52.41054,4.9539,Private room,130.0,2.0,70.0,Cabin,Amsterdam,4.97,1.0,1.0,,private
143312497.0,Noord-West,52.41324,4.89205,Entire home/apt,165.0,3.0,17.0,Home,Amsterdam,4.89,2.0,2.0,1.0,private
151414609.0,Bijlmer-Centrum,52.32539,4.94657,Private room,104.0,2.0,145.0,Condo,Amsterdam,4.27,1.0,1.0,1.5,shared
21845977.0,De Baarsjes - Oud-West,52.36709,4.86575,Private room,106.0,1.0,108.0,Guest suite,Amsterdam,4.92,1.0,1.0,1.5,private
16460136.0,Oud-Noord,52.40046,4.90433,Private room,160.0,2.0,285.0,Loft,Amsterdam,4.88,1.0,1.0,1.0,shared
2182078.0,Watergraafsmeer,52.35745,4.94547,Entire home/apt,129.0,20.0,53.0,Rental unit,Amsterdam,,1.0,1.0,1.5,private
11892112.0,Watergraafsmeer,52.35678,4.93472,Entire home/apt,200.0,6.0,3.0,Townhouse,Amsterdam,5.0,4.0,4.0,2.0,private
54451362.0,De Pijp - Rivierenbuurt,52.35211,4.887236,Entire home/apt,1000.0,1.0,31.0,Rental unit,Amsterdam,,1.0,1.0,1.0,private
25425638.0,Bijlmer-Centrum,52.3255,4.94759,Entire home/apt,170.0,5.0,129.0,Rental unit,Amsterdam,4.62,1.0,1.0,1.0,private
13821487.0,Westerpark,52.37616,4.87377,Entire home/apt,125.0,4.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
10926645.0,Oud-Noord,52.3934,4.90731,Entire home/apt,199.0,3.0,0.0,Home,Amsterdam,,4.0,4.0,1.0,private
68617694.0,Oud-Oost,52.35685,4.93083,Entire home/apt,249.0,10.0,0.0,Home,Amsterdam,,2.0,2.0,2.0,private
67873136.0,Oostelijk Havengebied - Indische Buurt,52.37082,4.94845,Private room,246.0,2.0,152.0,Boat,Amsterdam,4.49,2.0,2.0,1.5,private
8600544.0,De Pijp - Rivierenbuurt,52.35411,4.89388,Entire home/apt,747.0,1.0,166.0,Rental unit,Amsterdam,4.72,2.0,2.0,1.5,private
7348383.0,Centrum-West,52.37695,4.88635,Entire home/apt,350.0,3.0,81.0,Home,Amsterdam,4.88,1.0,1.0,1.0,private
2893485.0,De Pijp - Rivierenbuurt,52.35305,4.90107,Entire home/apt,150.0,3.0,0.0,Condo,Amsterdam,4.91,1.0,1.0,1.5,private
14794234.0,Centrum-West,52.37711,4.8847,Entire home/apt,175.0,1.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
34630004.0,De Baarsjes - Oud-West,52.36463,4.85722,Entire home/apt,318.0,3.0,309.0,Condo,Amsterdam,5.0,1.0,1.0,2.5,private
30201828.0,Oud-Noord,52.39205,4.90537,Entire home/apt,436.0,3.0,28.0,Home,Amsterdam,4.81,2.0,2.0,2.0,private
4781137.0,Noord-West,52.404243,4.901983,Private room,132.0,3.0,269.0,Guest suite,Amsterdam,4.88,,4.0,,private
65859990.0,Centrum-West,52.38023,4.89248,Entire home/apt,370.0,3.0,0.0,Rental unit,Amsterdam,4.36,2.0,2.0,1.5,private
152163761.0,De Pijp - Rivierenbuurt,52.35079,4.90278,Entire home/apt,120.0,2.0,0.0,Rental unit,Amsterdam,4.97,1.0,1.0,1.0,private
152229108.0,Bijlmer-Centrum,52.31997,4.94448,Entire home/apt,165.0,4.0,10.0,Condo,Amsterdam,4.55,,2.0,1.0,private
8849348.0,Centrum-West,52.37037,4.89785,Private room,94.0,1.0,248.0,Rental unit,Amsterdam,4.5,1.0,1.0,1.0,shared
12638398.0,Bos en Lommer,52.37884,4.8541,Private room,95.0,3.0,0.0,Rental unit,Amsterdam,4.94,1.0,1.0,1.5,private
154781445.0,Watergraafsmeer,52.34137,4.91695,Private room,125.0,2.0,270.0,Place to stay,Amsterdam,4.84,1.0,1.0,,private
36473866.0,Westerpark,52.38391,4.87971,Entire home/apt,250.0,2.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
69663038.0,De Pijp - Rivierenbuurt,52.35307,4.89153,Entire home/apt,94.0,2.0,0.0,Rental unit,Amsterdam,4.91,1.0,1.0,1.0,private
21169346.0,Oostelijk Havengebied - Indische Buurt,52.37798,4.94299,Entire home/apt,85.0,3.0,0.0,Rental unit,Amsterdam,4.9,1.0,1.0,1.0,private
55499045.0,De Baarsjes - Oud-West,52.36767,4.86774,Entire home/apt,150.0,1.0,0.0,Rental unit,Amsterdam,4.65,1.0,1.0,1.5,private
42614372.0,Zuid,52.35411,4.85054,Entire home/apt,125.0,2.0,0.0,Rental unit,Amsterdam,4.8,2.0,2.0,1.5,private
56804246.0,De Baarsjes - Oud-West,52.37196,4.84775,Entire home/apt,543.0,1.0,178.0,Rental unit,Amsterdam,4.68,2.0,2.0,1.0,private
152584447.0,Noord-Oost,52.40696,4.93091,Entire home/apt,200.0,3.0,11.0,Townhouse,Amsterdam,5.0,2.0,2.0,1.5,private
24570276.0,Centrum-Oost,52.3647413,4.8803424,Entire home/apt,300.0,4.0,103.0,Rental unit,Amsterdam,,1.0,1.0,1.0,private
6507475.0,Centrum-West,52.3720016479492,4.8964991569519,Private room,150.0,3.0,205.0,Rental unit,Amsterdam,4.81,1.0,1.0,1.0,shared
155784925.0,Centrum-West,52.36802,4.88603,Private room,185.0,2.0,4.0,Condo,Amsterdam,4.97,,1.0,,private
4593452.0,Oostelijk Havengebied - Indische Buurt,52.36063,4.94611,Entire home/apt,250.0,3.0,0.0,Rental unit,Amsterdam,4.74,1.0,1.0,1.0,private
15996910.0,Centrum-Oost,52.37034,4.90688,Entire home/apt,189.0,2.0,22.0,Home,Amsterdam,4.73,1.0,1.0,1.0,private
17623849.0,Geuzenveld - Slotermeer,52.38245,4.82909,Entire home/apt,200.0,4.0,0.0,Townhouse,Amsterdam,5.0,4.0,4.0,2.0,private
4380065.0,Oud-Oost,52.35042,4.9146,Entire home/apt,150.0,5.0,6.0,Rental unit,Amsterdam,4.58,1.0,1.0,1.0,private
156070312.0,De Baarsjes - Oud-West,52.35874,4.86016,Private room,115.0,2.0,252.0,Townhouse,Amsterdam,4.69,1.0,1.0,,private
3706220.0,Watergraafsmeer,52.35687,4.93361,Entire home/apt,240.0,4.0,23.0,Townhouse,Amsterdam,4.88,5.0,5.0,3.5,private
156306151.0,Watergraafsmeer,52.35158,4.92036,Private room,94.0,3.0,42.0,Guesthouse,Amsterdam,4.61,1.0,1.0,,private
153108798.0,De Baarsjes - Oud-West,52.36714,4.87605,Private room,65.0,2.0,0.0,Bed and breakfast,Amsterdam,4.86,1.0,1.0,,private
135487531.0,Noord-West,52.41859,4.87143,Entire home/apt,256.0,1.0,209.0,Rental unit,Amsterdam,4.89,3.0,3.0,1.0,private
146156656.0,Centrum-West,52.37113,4.89388,Entire home/apt,470.0,3.0,0.0,Rental unit,Amsterdam,4.84,2.0,2.0,1.5,private
7376255.0,Centrum-Oost,52.35858,4.89487,Entire home/apt,206.0,2.0,0.0,Rental unit,Amsterdam,4.96,2.0,2.0,1.0,private
104557574.0,Centrum-West,52.381,4.88677,Private room,143.0,1.0,0.0,Rental unit,Amsterdam,4.89,1.0,1.0,1.0,shared
50753509.0,De Baarsjes - Oud-West,52.36214,4.87618,Private room,108.0,3.0,200.0,Rental unit,Amsterdam,4.62,,1.0,1.5,shared
63794569.0,De Pijp - Rivierenbuurt,52.35381,4.89533,Entire home/apt,150.0,3.0,0.0,Rental unit,Amsterdam,4.82,,1.0,1.0,private
6870134.0,De Pijp - Rivierenbuurt,52.35688,4.89885,Private room,203.0,3.0,69.0,Condo,Amsterdam,4.93,,1.0,,private
7471863.0,Oud-Noord,52.40049,4.90431,Entire home/apt,150.0,4.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
75613506.0,Westerpark,52.373627,4.872984,Entire home/apt,307.0,4.0,0.0,Condo,Amsterdam,5.0,1.0,1.0,1.5,private
156648425.0,Oud-Noord,52.38535,4.90764,Entire home/apt,450.0,2.0,0.0,Home,Amsterdam,5.0,4.0,4.0,2.5,private
